//------------------------------------------------------------------------------
//
// Sistema de Informações Hidrológicas
// Versão Web 3.0
// © 2001 Agência Nacional de Águas (ANA)
//
// NivelConsistencia: 1 = Bruto, 2 = Consistido
// MediaDiaria: 0 = Não, 1 = Sim
// MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
// Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca
//
// Restrições da consulta:
//   Código da Estação: 65310000
//
//------------------------------------------------------------------------------

//EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status;
65310000;2;01/12/1945;;1;1;267,2;125,2;185,7968;17;4;1;1;1;;0;156,5;144,9;130,8;125,2;139,2;189,6;229,9;254,7;260,9;248,5;223,7;192,7;168,1;153,6;192,7;254,7;267,2;251,6;233;211,3;195,8;183,4;174,1;165,2;162,3;159,4;150,7;142;133,6;133,6;130,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/01/1946;;1;1;948;114;412,329;31;5;1;1;1;;0;130,8;130,8;125,2;119,6;114;144,9;202;242,3;233;220,6;220,6;251,6;359;564,5;596;575;575;571,5;571,5;578,5;544;499,8;460;434,4;453,6;527;599,7;610,8;618,2;647,4;860,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/02/1946;;1;1;2145;1145;1581,132;28;1;1;1;1;;0;1218;1476,5;1685;1705,5;1630;1545;1453;1387;1357;1375;1414,6;1467,1;1490,6;1476,5;1457,7;1467,1;1481,2;1481,2;1530;1580;1635;1675;1705,5;1738,5;1815,8;1907,9;1995;2121;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
65310000;2;01/03/1946;;1;1;2333,6;483,1;1450,916;4;30;1;1;1;;0;2223;2280,9;2318;2333,6;2328,4;2307,4;2265;2199;2133;2043;1975;1907,9;1788;1660;1535;1405;1277;1194;1106,5;1039;981,6;914,4;848,6;784;741,2;684,2;614,5;561;523,6;486,4;520,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/04/1946;;1;1;860,9;208,2;509,6833;5;30;1;1;1;;0;733,6;804;832,2;848,6;860,9;848,6;832,2;796;752,8;695,6;636,6;578,5;533,8;496,4;466,6;437,6;414,4;394;369,5;349,4;330,2;314,6;292,8;273,6;260,9;245,4;236,1;226,8;220,6;208,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/05/1946;;1;1;544;198,9;309,7935;21;2;1;1;1;;0;202;198,9;198,9;198,9;220,6;245,4;254,7;248,5;233;217,5;205,1;202;223,7;245,4;254,7;260,9;267,2;280;366;537,2;540,6;540,6;537,2;516,8;469,9;414,4;366;327;299,1;273,6;257,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/06/1946;;1;1;788;223,7;423,74;25;20;1;1;1;;0;289,6;404,2;456,8;456,8;483,1;499,8;473,2;440,8;397,4;366;336,6;317,7;299,1;283,2;273,6;267,2;251,6;239,2;226,8;223,7;233;273,6;520,2;741,2;784;741,2;665,4;599,7;571,5;596;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/07/1946;;1;1;1052,5;463,3;773,7161;18;6;1;1;1;;0;540,6;510;486,4;476,5;479,8;463,3;486,4;533,8;554,2;554,2;575;603,4;676,6;800;832,2;977,4;1043,5;1052,5;1052,5;1052,5;1039;1014;998;981,6;964,8;939,6;914,4;893,7;869,1;832,2;788;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/08/1946;;1;1;756,7;217,5;390,4355;31;22;1;1;1;;0;726;665,4;607,1;564,5;527;486,4;444;404,2;369,5;346,2;330,2;314,6;302,2;296;289,6;280;267,2;254,7;242,3;233;220,6;217,5;229,9;251,6;267,2;276,8;305,3;376,5;575;688;745;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/09/1946;;1;1;796;223,7;422,36;1;22;1;1;1;;0;788;792;772,3;745;722,2;699,4;661,8;614,5;561;510;453,6;400,8;366;336,6;314,6;299,1;280;264;248,5;239,2;233;223,7;233;260,9;280;286,4;286,4;280;267,2;251,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/10/1946;;1;1;1170;208,2;606,571;21;6;1;1;1;;0;239,2;223,7;223,7;220,6;214,4;208,2;211,3;283,2;327;299,1;276,8;257,8;251,6;239,2;226,8;236,1;387;571,5;756,7;1066;1160;1170;1160;1140;1115,5;1097,5;1075;1066;1075;1039;985,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/11/1946;;1;1;943,8;267,2;447,2667;1;20;1;1;1;;0;935,4;906;860,9;808;748,9;661,8;603,4;533,8;496,4;460;421,2;390,5;362,5;339,8;320,8;296;292,8;311,5;283,2;267,2;299,1;339,8;327;327;323,9;317,7;308,4;302,2;292,8;280;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/12/1946;;1;1;699,4;144,9;434,1064;26;9;1;1;1;;0;257,8;239,2;220,6;202;183,4;174,1;162,3;150,7;144,9;150,7;343;621,9;625,6;610,8;614,5;578,5;527;466,6;424,6;390,5;387;437,6;516,8;603,4;654,6;691,8;695,6;665,4;614,5;571,5;530,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/01/1947;;1;1;503,2;280;381,0064;20;10;1;1;1;;0;489,7;456,8;414,4;387;362,5;336,6;320,8;302,2;296;283,2;280;283,2;299,1;320,8;355,8;414,4;431,2;447,2;479,8;503,2;489,7;476,5;460;440,8;428;407,6;376,5;346,2;323,9;305,3;292,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/02/1947;;1;1;1198;24,75;693,7178;27;2;2;2;2;;0;286,4;280;280;286,4;296;305,3;296;289,6;283,2;273,6;323,9;486,4;603,4;752,8;804;820;824;927;981,6;1039;1070,5;1088,5;1088,5;1079,5;1088,5;1174;1198;1198;;;;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
65310000;2;01/03/1947;;1;1;1198;205,1;590,9807;1;31;1;1;1;;0;1198;1186;1165;1135;1079,5;1018;943,8;848,6;772,3;718,4;684,2;654,6;621,9;585,5;557,6;527;496,4;469,9;434,4;394;349,4;314,6;289,6;273,6;257,8;242,3;233;226,8;220,6;214,4;208,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/04/1947;;1;1;273,6;139,2;193,5067;14;29;1;1;1;;0;195,8;189,6;186,5;177,2;177,2;180,3;217,5;236,1;236,1;229,9;229,9;248,5;267,2;270,4;260,9;236,1;217,5;192,7;183,4;171;162,3;153,6;156,5;156,5;156,5;150,7;144,9;142;139,2;139,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/05/1947;;1;1;242,3;119,6;163,1613;25;18;1;1;1;;0;136,4;136,4;142;156,5;153,6;150,7;147,8;147,8;156,5;165,2;174,1;171;162,3;150,7;136,4;128;122,4;119,6;119,6;122,4;130,8;150,7;177,2;226,8;239,2;233;226,8;217,5;205,1;183,4;168,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/06/1947;;1;1;856,8;103,72;386,9763;15;9;1;1;1;;0;153,6;142;133,6;125,2;119,6;114;108,86;106,29;103,72;103,72;144,9;456,8;618,2;752,8;856,8;820;764,5;688;610,8;547,4;503,2;466,6;450,4;440,8;417,8;397,4;390,5;373;355,8;343;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/07/1947;;1;1;489,7;177,2;315,3806;7;26;1;1;1;;0;330,2;320,8;320,8;411;476,5;483,1;486,4;486,4;460;428;383,5;343;314,6;292,8;270,4;257,8;245,4;233;226,8;217,5;208,2;198,9;189,6;183,4;180,3;177,2;195,8;257,8;336,6;404,2;456,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/08/1947;;1;1;828,1;283,2;603,9484;5;30;1;1;1;;0;614,5;764,5;792;816;828,1;816;796;784;788;792;804;788;760,6;737,4;718,4;695,6;676,6;636,6;599,7;554,2;503,2;456,8;414,4;380;349,4;330,2;314,6;302,2;289,6;283,2;336,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/09/1947;;1;1;1695;466,6;1040,21;28;1;1;1;1;;0;516,8;860,9;1022;1052,5;1079,5;1075;1052,5;1034,5;1018;990;935,4;877,3;812;748,9;688;614,5;557,6;665,4;844,5;918,6;935,4;943,8;973,2;1160;1525;1605;1655;1685;1685;1675;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/10/1947;;1;1;1777;614,5;1226,329;5;31;1;1;1;;0;1685;1700;1727,5;1760,5;1777;1771,5;1755;1738,5;1711;1675;1610;1530;1457,7;1375;1290,5;1246;1190;1125;1052,5;1010;960,6;856,8;764,5;707;680,4;676,6;654,6;640,2;636,6;633;618,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/11/1947;;1;1;599,7;245,4;394,3667;1;30;1;1;1;;0;592,5;575;582;592,5;582;564,5;554,2;540,6;516,8;489,7;460;428;394;369,5;352,6;333,4;314,6;302,2;289,6;280;273,6;267,2;264;276,8;283,2;286,4;280;273,6;264;248,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/12/1947;;1;1;699,4;223,7;452,2806;23;2;1;1;1;;0;233;223,7;226,8;242,3;270,4;292,8;289,6;286,4;270,4;267,2;299,1;352,6;380;400,8;437,6;469,9;544;610,8;661,8;688;695,6;695,6;695,6;680,4;636,6;592,5;547,4;513,4;496,4;516,8;503,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/01/1948;;1;1;741,2;192,7;381,5258;26;17;1;1;1;;0;460;444;428;394;359;330,2;299,1;286,4;270,4;257,8;242,3;233;223,7;217,5;211,3;195,8;192,7;195,8;208,2;229,9;273,6;373;463,3;530,4;629,3;737,4;722,2;688;625,6;575;530,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/02/1948;;1;1;707;346,2;519,2552;21;5;1;1;1;;0;469,9;424,6;390,5;366;346,2;352,6;383,5;411;417,8;453,6;463,3;460;453,6;437,6;453,6;486,4;554,2;610,8;658,2;688;707;699,4;688;665,4;629,3;596;599,7;592,5;599,7;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;;
65310000;2;01/03/1948;;1;1;621,9;376,5;491,8742;14;25;1;1;1;;0;603,4;592,5;578,5;561;544;520,2;476,5;444;414,4;407,6;527;603,4;614,5;621,9;618,2;592,5;554,2;520,2;493;466,6;450,4;434,4;414,4;390,5;376,5;383,5;400,8;411;417,8;411;404,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/04/1948;;1;1;629,3;198,9;377,7433;8;30;1;1;1;;0;411;394;376,5;469,9;537,2;582;610,8;625,6;621,9;592,5;550,8;506,6;463,3;421,2;387;355,8;333,4;308,4;286,4;267,2;251,6;245,4;236,1;226,8;220,6;214,4;214,4;214,4;208,2;198,9;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/05/1948;;1;1;889,6;150,7;441,4226;20;13;1;1;1;;0;195,8;195,8;198,9;202;205,1;195,8;183,4;177,2;171;165,2;159,4;153,6;150,7;150,7;150,7;162,3;450,4;707;804;885,5;885,5;856,8;812;756,7;680,4;610,8;564,5;575;752,8;764,5;760,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/06/1948;;1;1;760,6;156,5;334,3033;1;30;1;1;1;;0;756,7;741,2;695,6;640,2;582;530,4;476,5;428;383,5;349,4;323,9;311,5;296;283,2;273,6;254,7;239,2;229,9;220,6;214,4;208,2;198,9;192,7;186,5;180,3;174,1;171;168,1;162,3;156,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/07/1948;;1;1;707;125,2;230,1839;31;14;1;1;1;;0;153,6;150,7;150,7;150,7;150,7;150,7;147,8;147,8;144,9;142;136,4;130,8;130,8;125,2;125,2;128;142;153,6;165,2;186,5;202;202;195,8;195,8;208,2;239,2;450,4;564,5;621,9;654,6;688;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/08/1948;;1;1;1443,4;450,4;1052,071;18;31;1;1;1;;0;780,1;856,8;893,7;893,7;906;948;1002;1106,5;1155;1174;1190;1222;1263,5;1310;1363;1414,6;1433,8;1443,4;1433,8;1399;1340;1268;1182;1075;885,5;772,3;707;640,2;578,5;516,8;460;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/09/1948;;1;1;424,6;251,6;328,5467;1;10;1;1;1;;0;414,4;359;346,2;327;308,4;296;283,2;273,6;257,8;251,6;276,8;333,4;359;376,5;387;390,5;390,5;387;380;362,5;346,2;330,2;314,6;299,1;286,4;280;286,4;311,5;323,9;317,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/10/1948;;1;1;808;174,1;314,9742;31;23;1;1;1;;0;317,7;314,6;302,2;314,6;376,5;376,5;369,5;366;349,4;327;317,7;314,6;308,4;289,6;276,8;257,8;242,3;226,8;214,4;202;189,6;180,3;174,1;174,1;186,5;208,2;205,1;276,8;571,5;733,6;800;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/11/1948;;1;1;832,2;205,1;493,3633;1;30;1;1;1;;0;828,1;828,1;824;780,1;729,8;680,4;640,2;603,4;561;544;550,8;550,8;547,4;537,2;533,8;533,8;520,2;493;444;400,8;362,5;333,4;305,3;283,2;257,8;245,4;233;223,7;217,5;208,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/12/1948;;1;1;198,9;96,01;143,5719;1;28;1;1;1;;0;195,8;189,6;180,3;171;162,3;153,6;147,8;147,8;150,7;159,4;168,1;174,1;180,3;177,2;168,1;162,3;159,4;150,7;142;130,8;128;125,2;119,6;114;108,86;101,15;98,58;96,01;96,01;96,01;96,01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/01/1949;;1;1;466,6;79,3;202,7358;12;6;1;1;1;;0;93,44;90,87;90,87;88,3;81,55;79,3;83,8;98,58;162,3;289,6;417,8;463,3;450,4;428;407,6;346,2;308,4;270,4;242,3;211,3;195,8;183,4;171;159,4;144,9;133,6;125,2;119,6;116,8;116,8;114;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/02/1949;;1;1;142;90,87;109,9393;19;27;1;1;1;;0;111,43;108,86;106,29;101,15;98,58;93,44;93,44;103,72;108,86;111,43;122,4;128;122,4;111,43;106,29;106,29;116,8;133,6;139,2;139,2;128;114;103,72;98,58;96,01;93,44;90,87;90,87;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
65310000;2;01/03/1949;;1;1;349,4;83,8;212,6468;9;2;1;1;1;;0;86,05;83,8;86,05;101,15;128;165,2;242,3;317,7;349,4;346,2;339,8;330,2;308,4;280;254,7;229,9;211,3;192,7;183,4;192,7;195,8;208,2;214,4;211,3;214,4;208,2;198,9;186,5;177,2;174,1;174,1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/04/1949;;1;1;796;202;503,4267;6;1;1;1;1;;0;233;486,4;636,6;722,2;768,4;792;792;764,5;737,4;714,6;691,8;651;603,4;557,6;513,4;473,2;440,8;397,4;352,6;314,6;276,8;248,5;229,9;242,3;390,5;421,2;424,6;421,2;414,4;390,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/05/1949;;1;1;355,8;142;267,5323;1;31;1;1;1;;0;349,4;323,9;296;299,1;349,4;349,4;343;327;305,3;280;273,6;296;308,4;314,6;327;336,6;336,6;317,7;283,2;251,6;239,2;226,8;214,4;198,9;189,6;177,2;171;165,2;153,6;147,8;142;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/06/1949;;1;1;816;128;438,8467;16;4;1;1;1;;0;139,2;136,4;130,8;128;128;130,8;139,2;150,7;174,1;257,8;390,5;540,6;582;640,2;722,2;800;804;788;764,5;741,2;707;651;592,5;540,6;496,4;456,8;421,2;373;333,4;305,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/07/1949;;1;1;286,4;130,8;177,8097;1;31;1;1;1;;0;280;264;251,6;239,2;226,8;220,6;208,2;198,9;189,6;183,4;177,2;171;168,1;162,3;159,4;156,5;153,6;150,7;150,7;156,5;162,3;159,4;159,4;156,5;153,6;150,7;147,8;144,9;142;136,4;130,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/08/1949;;1;1;292,8;108,86;189,5568;29;6;1;1;1;;0;125,2;119,6;116,8;114;111,43;111,43;153,6;208,2;217,5;226,8;239,2;239,2;220,6;202;183,4;177,2;171;168,1;162,3;159,4;159,4;159,4;165,2;177,2;195,8;220,6;248,5;280;289,6;283,2;270,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/09/1949;;1;1;336,6;162,3;238,43;22;10;2;2;2;;0;251,6;236,1;223,7;208,2;192,7;183,4;171;165,2;165,2;162,3;165,2;165,2;171;183,4;214,4;254,7;289,6;311,5;317,7;317,7;327;333,4;323,9;302,2;283,2;270,4;257,8;245,4;233;226,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/10/1949;;1;1;299,1;136,4;195,571;6;31;1;1;1;;0;229,9;226,8;236,1;267,2;286,4;296;276,8;251,6;233;223,7;217,5;208,2;205,1;198,9;186,5;174,1;165,2;153,6;147,8;144,9;156,5;162,3;168,1;168,1;168,1;171;165,2;153,6;144,9;139,2;136,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/11/1949;;1;1;165,2;114;137,96;11;30;1;1;1;;0;133,6;130,8;130,8;128;122,4;119,6;119,6;119,6;119,6;142;162,3;153,6;147,8;147,8;144,9;139,2;128;116,8;119,6;147,8;156,5;162,3;150,7;144,9;156,5;159,4;150,7;139,2;128;116,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/12/1949;;1;1;317,7;77,05;132,0861;31;27;1;1;1;;0;108,86;103,72;101,15;101,15;101,15;103,72;106,29;116,8;130,8;128;128;159,4;183,4;180,3;174,1;168,1;162,3;150,7;133,6;119,6;108,86;98,58;93,44;86,05;81,55;79,3;77,05;88,3;144,9;260,9;314,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/01/1950;;1;1;714,6;320,8;464,1903;14;5;1;1;1;;0;323,9;330,2;343;333,4;323,9;352,6;376,5;380;447,2;557,6;633;654,6;676,6;710,8;680,4;636,6;589;540,6;479,8;453,6;434,4;424,6;460;483,1;460;437,6;421,2;390,5;366;349,4;339,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/02/1950;;1;1;453,6;270,4;359,5536;24;12;1;1;1;;0;359;349,4;346,2;359;390,5;404,2;404,2;383,5;352,6;314,6;283,2;270,4;286,4;308,4;320,8;320,8;308,4;305,3;336,6;380;383,5;390,5;447,2;450,4;434,4;411;390,5;376,5;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;;
65310000;2;01/03/1950;;1;1;1079,5;355,8;724,5484;14;30;1;1;1;;0;373;404,2;453,6;592,5;768,4;897,8;927;943,8;969;994;1014;1043,5;1066;1075;1061,5;1018;956,4;893,7;832,2;748,9;688;643,8;599,7;557,6;516,8;483,1;444;404,2;373;355,8;362,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/04/1950;;1;1;355,8;159,4;225,4433;1;30;1;1;1;;0;352,6;349,4;346,2;352,6;336,6;311,5;292,8;273,6;251,6;233;214,4;202;198,9;198,9;195,8;192,7;192,7;186,5;183,4;180,3;177,2;174,1;177,2;177,2;177,2;174,1;171;168,1;162,3;159,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/05/1950;;1;1;434,4;139,2;227,0581;22;14;1;1;1;;0;153,6;144,9;142;153,6;168,1;180,3;189,6;195,8;189,6;174,1;162,3;156,5;147,8;139,2;139,2;159,4;192,7;205,1;242,3;327;411;431,2;407,6;387;355,8;317,7;276,8;251,6;229,9;214,4;192,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/06/1950;;1;1;305,3;122,4;190,16;11;30;1;1;1;;0;180,3;174,1;165,2;162,3;156,5;156,5;180,3;226,8;276,8;299,1;305,3;302,2;276,8;251,6;236,1;220,6;208,2;195,8;180,3;168,1;159,4;153,6;144,9;142;139,2;136,4;130,8;128;125,2;122,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/07/1950;;1;1;289,6;111,43;170,6171;11;31;1;1;1;;0;122,4;119,6;116,8;114;114;122,4;133,6;165,2;223,7;276,8;289,6;289,6;286,4;280;260,9;233;211,3;192,7;177,2;165,2;153,6;144,9;139,2;133,6;125,2;122,4;119,6;116,8;114;114;111,43;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/08/1950;;1;1;226,8;90,87;126,2384;14;31;1;1;1;;0;108,86;106,29;106,29;108,86;114;122,4;122,4;128;125,2;122,4;133,6;162,3;168,1;202;174,1;165,2;159,4;153,6;144,9;133,6;119,6;116,8;114;111,43;106,29;103,72;101,15;98,58;96,01;93,44;90,87;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/09/1950;;1;1;585,5;86,05;204,826;27;2;1;1;1;;0;88,3;86,05;86,05;86,05;86,05;88,3;90,87;90,87;103,72;130,8;133,6;122,4;116,8;116,8;111,43;101,15;93,44;90,87;96,01;103,72;125,2;171;260,9;390,5;479,8;561;582;561;520,2;469,9;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
65310000;2;01/10/1950;;1;1;1620;233;872,4387;20;9;1;1;1;;0;414,4;362,5;317,7;286,4;257,8;251,6;260,9;242,3;233;245,4;286,4;466,6;585,5;643,8;792;1160;1429;1510;1545;1610;1610;1545;1476,5;1419,4;1357;1300;1242;1178;1093;1010;914,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
65310000;2;01/11/1950;;1;1;840,4;217,5;361,84;1;27;1;1;1;;0;816;710,8;592,5;479,8;380;317,7;283,2;267,2;264;257,8;257,8;314,6;428;460;444;431,2;404,2;373;339,8;320,8;320,8;305,3;283,2;260,9;245,4;229,9;217,5;233;299,1;317,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;
